City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Walvis Bay,NA,-22.9575,14.5053,57.09,71,0,6.46,clear sky
464,Marquette,US,46.5333,-87.6335,27.82,80,100,14.29,light snow
465,Alta Floresta,BR,-9.8756,-56.0861,83.08,78,36,4.52,scattered clouds
466,Pishin,PK,30.5803,66.9961,71.53,13,0,4.52,clear sky
467,Issia,CI,6.4922,-6.5856,84.54,60,100,3.58,overcast clouds
468,Castrillon,ES,43.3979,-6.7922,50.7,93,100,3.38,overcast clouds
469,Kandalaksha,RU,67.162,32.4123,32.74,97,100,12.26,snow
470,Lompoc,US,34.6391,-120.4579,94.01,39,13,5.99,few clouds
471,Maarianhamina,AX,60.0973,19.9348,33.66,75,100,14.97,overcast clouds
472,Northam,GB,51.0333,-4.2167,45.39,77,78,16.53,broken clouds
473,Coracora,PE,-15.0333,-73.7833,62.13,57,92,8.9,overcast clouds
474,Ruteng,ID,-8.6136,120.4721,60.35,88,40,1.54,scattered clouds
475,Mandalgovi,MN,45.7625,106.2708,49.17,32,100,16.31,overcast clouds
476,Kaeo,NZ,-35.1,173.7833,56.32,94,0,4.52,clear sky
477,Moron,AR,-34.6534,-58.6198,78.94,62,13,6.49,few clouds
478,Coolum Beach,AU,-26.5333,153.1,71.33,99,44,1.99,scattered clouds
479,Norwich,GB,52.6278,1.2983,44.78,70,20,12.66,few clouds
480,Mehamn,NO,71.0357,27.8492,33.75,75,40,16.11,scattered clouds
481,Tepalcatepec,MX,19.1833,-102.85,98.46,14,41,4.7,scattered clouds
482,Synya,RU,65.3718,58.0387,3.36,99,69,3.31,broken clouds
483,Lewistown,US,40.5992,-77.5714,56.61,76,0,5.75,clear sky
484,Salta,AR,-24.7859,-65.4117,73.58,68,96,5.01,overcast clouds
485,Ternovka,RU,51.678,41.6375,51.19,75,100,16.08,overcast clouds
486,Vila,PT,42.0304,-8.1588,47.28,93,100,3.36,overcast clouds
487,Kainantu,PG,-6.2887,145.8655,60.13,97,100,0.83,overcast clouds
488,Lata,PT,40.1629,-8.3327,56.8,98,100,6.55,overcast clouds
489,Isangel,VU,-19.55,169.2667,79.77,84,100,9.26,overcast clouds
490,Esperance,AU,-33.8667,121.9,67.32,80,93,14.94,overcast clouds
491,Tuatapere,NZ,-46.1333,167.6833,44.49,85,28,4.61,scattered clouds
492,Boende,CD,-0.2167,20.8667,67.6,93,12,3.42,few clouds
493,Kut Chap,TH,17.4257,102.5669,75.24,49,21,6.4,few clouds
494,Umm Lajj,SA,25.0213,37.2685,84.07,34,1,8.95,clear sky
495,Soderhamn,SE,61.3037,17.0592,30.96,95,100,12.15,light snow
496,Paita,PE,-5.0892,-81.1144,77.31,68,20,14.16,few clouds
497,Krasnogvardeyskoye,RU,45.8456,41.5186,52.39,79,6,13.13,clear sky
498,Anton Lizardo,MX,19.05,-95.9833,81.21,56,60,15.12,broken clouds
499,Naze,JP,28.3667,129.4833,62.2,63,0,5.23,clear sky
500,Vagay,RU,57.9375,69.0217,32.47,95,100,4.76,overcast clouds
501,Alice Springs,AU,-23.7,133.8833,51.35,62,0,5.75,clear sky
502,Ornskoldsvik,SE,63.2909,18.7153,32.95,100,100,12.66,snow
503,Sokoni,TZ,-6.4333,39.55,83.82,68,2,13.04,clear sky
504,Trinidad,BO,-14.8333,-64.9,88.23,62,100,4.21,overcast clouds
505,Tafo,GH,6.7345,-1.6127,77.27,81,100,9.28,heavy intensity rain
506,Ndele,CF,8.4109,20.6473,83.52,36,87,4.23,overcast clouds
507,Mondlo,ZA,-27.983,30.7177,52.72,95,100,7.09,overcast clouds
508,Kysyl-Syr,RU,63.8986,122.7617,11.98,97,100,3.69,overcast clouds
509,Dukat,RU,62.55,155.55,7.11,96,100,4.16,overcast clouds
510,Amazar,RU,53.858,120.875,22.41,93,100,2.42,overcast clouds
511,Sovetskiy,RU,61.3614,63.5842,24.84,98,100,2.08,overcast clouds
512,Linxia,CN,35.6003,103.2064,51.51,30,0,4.18,clear sky
513,Salekhard,RU,66.53,66.6019,-3.87,98,100,1.99,overcast clouds
514,Karpogory,RU,64.0019,44.4451,34.03,97,100,11.27,overcast clouds
515,Rassvet,RU,46.8333,40.75,52.93,88,100,4.25,overcast clouds
516,Dwarka,IN,22.2394,68.9678,81.09,70,5,8.95,clear sky
517,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,91,92,36.6,overcast clouds
518,Henties Bay,NA,-22.116,14.2845,62.6,78,0,5.48,clear sky
519,Dana Point,US,33.467,-117.6981,100.8,18,8,5.01,clear sky
520,Nantucket,US,41.2835,-70.0995,60.91,76,0,16.11,clear sky
521,Yining,CN,29.0361,114.5636,62.11,62,100,2.06,overcast clouds
522,Bosaso,SO,11.2842,49.1816,80.67,75,100,1.07,overcast clouds
523,Codrington,AU,-38.2667,141.9667,58.08,81,0,7.14,clear sky
524,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,76.71,72,97,6.76,overcast clouds
525,Constancia,MX,24.2231,-107.1869,82.04,52,99,12.21,overcast clouds
526,Pangody,RU,65.85,74.4859,-8.82,99,34,7.74,scattered clouds
527,Mwinilunga,ZM,-11.7358,24.4293,63.61,96,99,3.49,overcast clouds
528,Shenjiamen,CN,29.9576,122.298,57.97,84,0,13.33,clear sky
529,Pampa,US,35.5362,-100.9599,60.84,20,0,23.02,clear sky
530,Erenhot,CN,43.6475,111.9767,50.56,36,100,8.86,overcast clouds
531,Srandakan,ID,-7.9386,110.2506,76.5,86,100,3.53,overcast clouds
532,Abha,SA,18.2164,42.5053,62.85,55,0,5.75,clear sky
533,Bend,US,44.0582,-121.3153,53.49,50,75,14.0,broken clouds
534,Avera,US,33.194,-82.5271,63.91,36,100,19.33,overcast clouds
535,Tautira,PF,-17.7333,-149.15,80.74,77,100,18.12,light rain
536,Santa Quiteria,BR,-4.3319,-40.1567,79.57,89,96,2.95,overcast clouds
537,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.22,91,100,21.52,overcast clouds
538,Hamburg,DE,53.55,10.0,43.29,75,20,11.5,few clouds
539,Collierville,US,35.042,-89.6645,50.81,49,100,17.27,overcast clouds
540,Touros,BR,-5.1989,-35.4608,83.57,72,97,13.98,overcast clouds
541,Ardabil,IR,38.2498,48.2933,57.56,46,10,20.36,clear sky
542,Whitehorse,CA,60.7161,-135.0538,39.09,61,83,8.01,broken clouds
543,La Peca,PE,-5.6111,-78.435,82.11,59,92,2.91,light rain
544,Sun Valley,US,39.5963,-119.776,74.23,21,75,14.97,broken clouds
545,Singkang,MY,2.1006,102.7994,73.33,96,88,3.4,overcast clouds
546,Zhanaozen,KZ,43.3,52.8,55.0,57,100,18.05,overcast clouds
547,San Luis,AR,-33.295,-66.3356,82.0,33,79,7.09,broken clouds
548,Siguiri,GN,11.6667,-9.5,98.24,8,51,5.12,broken clouds
549,Entre Rios,BR,-11.9419,-38.0844,84.51,52,71,10.18,broken clouds
550,San Vicente De Canete,PE,-13.0751,-76.3835,73.63,72,77,8.57,broken clouds
551,Mkushi,ZM,-13.6202,29.3939,64.2,96,78,9.98,broken clouds
552,Ziro,IN,27.6333,93.8333,48.58,97,94,2.13,overcast clouds
553,Svetlogorsk,BY,52.6333,29.7333,42.91,83,19,9.98,few clouds
554,Chicama,PE,-7.8447,-79.1469,66.74,62,85,10.83,overcast clouds
555,Nowa Sol,PL,51.8033,15.717,45.0,69,100,8.61,overcast clouds
556,Kandrian,PG,-6.2167,149.55,76.59,95,100,10.16,moderate rain
557,Eydhafushi,MV,5.1033,73.0708,84.36,66,38,5.61,scattered clouds
558,Arlit,NE,18.7369,7.3853,93.4,4,4,6.13,clear sky
559,Colchester,GB,51.8892,0.9042,45.61,64,96,10.56,overcast clouds
560,Tynda,RU,55.1667,124.7167,18.75,98,100,1.7,overcast clouds
561,Kulachi,PK,31.9286,70.4592,85.44,10,33,1.57,scattered clouds
562,Miri,MY,4.4148,114.0089,77.34,90,100,12.08,overcast clouds
563,Basoko,CD,1.2391,23.616,71.38,92,43,1.05,scattered clouds
564,Dzhebariki-Khaya,RU,62.2167,135.8,-5.76,99,66,0.96,broken clouds
565,Bubaque,GW,11.2833,-15.8333,76.84,81,9,19.06,clear sky
566,Ambatolampy,MG,-19.3833,47.4167,60.31,95,99,4.27,overcast clouds
567,Taoudenni,ML,22.6783,-3.9836,88.93,7,0,11.41,clear sky
568,Makakilo City,US,21.3469,-158.0858,79.12,59,0,18.41,clear sky
569,Troitskiy,RU,57.0603,63.7481,30.02,94,100,4.23,overcast clouds
570,Valparaiso,CL,-33.0393,-71.6273,70.03,59,75,12.66,fog
571,Pedernales,DO,18.0384,-71.744,85.35,56,100,4.47,overcast clouds
572,Belyy Yar,RU,53.6039,91.3903,40.89,57,0,8.95,clear sky
573,Nouadhibou,MR,20.931,-17.0347,66.99,70,0,23.4,clear sky
574,Talara,PE,-4.5772,-81.2719,81.36,61,0,13.8,clear sky
575,Whitecourt,CA,54.1502,-115.6855,66.16,34,37,15.28,scattered clouds
576,San Cristobal,VE,7.7669,-72.225,77.18,52,93,7.38,overcast clouds
577,Husavik,IS,66.0449,-17.3389,25.72,74,94,4.76,overcast clouds
578,Loralai,PK,30.3705,68.598,74.05,15,0,9.04,clear sky
579,Fairbanks,US,64.8378,-147.7164,14.49,68,100,14.97,light snow
580,Fukumitsu,JP,36.55,136.8667,50.11,58,0,6.6,clear sky
581,Creston,US,41.0586,-94.3614,40.96,60,100,21.85,overcast clouds
582,Harper,LR,4.375,-7.7169,82.02,80,100,10.4,overcast clouds
583,Machilipatnam,IN,16.1667,81.1333,81.45,83,86,9.15,overcast clouds
584,Manati,PR,18.4275,-66.4921,85.05,58,74,17.09,broken clouds
585,Praia,CV,14.9215,-23.5087,79.34,41,0,23.02,clear sky
586,Boueni,YT,-12.9025,45.0761,84.18,74,75,10.0,broken clouds
587,Ayan,RU,56.45,138.1667,16.92,80,16,8.21,few clouds
588,Chamba,IN,32.5667,76.1333,70.56,34,0,9.75,clear sky
589,Virginia Beach,US,36.8529,-75.978,64.45,51,75,14.97,broken clouds
590,Sompeta,IN,18.9333,84.6,78.71,83,40,13.56,scattered clouds
591,Ulaanbaatar,MN,47.9077,106.8832,42.93,31,75,2.24,broken clouds
592,Kudahuvadhoo,MV,2.6708,72.8944,83.55,70,94,5.06,overcast clouds
593,Pareora,NZ,-44.4871,171.2132,47.17,86,6,6.87,clear sky
594,Waipawa,NZ,-41.4122,175.5153,51.6,75,100,9.19,overcast clouds
595,Ukiah,US,39.1502,-123.2078,81.45,42,0,11.5,clear sky
596,Dhampur,IN,29.3167,78.5167,79.34,16,0,2.04,clear sky
597,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.77,75,84,5.08,broken clouds
598,Pinar Del Rio,CU,22.4175,-83.6981,82.35,51,100,16.11,overcast clouds
599,Klamath Falls,US,42.2249,-121.7817,63.86,55,0,17.27,clear sky
600,Guasdualito,VE,7.2424,-70.7324,92.34,39,100,3.29,overcast clouds
601,Scottsboro,US,34.6723,-86.0341,48.09,81,100,8.05,light intensity drizzle
602,Camacha,PT,33.0833,-16.3333,62.02,59,20,3.44,few clouds
603,Varna,BG,43.2167,27.9167,64.54,65,100,2.3,overcast clouds
604,Hovd,MN,48.0056,91.6419,47.95,32,2,13.58,clear sky
605,Lorengau,PG,-2.0226,147.2712,78.15,91,100,6.71,overcast clouds
606,Ahuimanu,US,21.4447,-157.8378,80.31,70,40,18.41,scattered clouds
607,Aksay,RU,47.26,39.87,56.25,86,100,11.99,overcast clouds
608,Itajuba,BR,-22.4256,-45.4528,75.96,82,58,2.55,broken clouds
609,Puerto Leguizamo,CO,-0.1934,-74.7819,90.3,50,84,2.39,broken clouds
610,Dariba,IN,24.95,74.1333,85.77,15,0,10.47,clear sky
611,Valga,EE,57.7778,26.0473,37.0,77,99,3.0,overcast clouds
612,Koumac,NC,-20.5667,164.2833,78.1,82,99,3.67,overcast clouds
613,Santa Cruz De Tenerife,ES,28.4682,-16.2546,65.91,80,20,13.8,few clouds
614,Glendive,US,47.1053,-104.7125,55.02,32,0,16.11,clear sky
615,Gannan,CN,47.9147,123.5031,43.7,60,0,7.34,clear sky
616,Fort Nelson,CA,58.8053,-122.7002,31.82,98,100,11.77,snow
617,Aripuana,BR,-9.1667,-60.6333,89.91,56,97,1.77,overcast clouds
618,Novocheremshansk,RU,54.3571,50.1666,43.65,85,78,8.08,broken clouds
619,Bhuban,IN,20.8833,85.8333,76.48,83,1,5.39,clear sky
620,San Quintin,MX,30.4833,-115.95,80.2,25,72,8.3,broken clouds
621,Coari,BR,-4.085,-63.1414,84.51,74,100,0.36,heavy intensity rain
622,Ngunguru,NZ,-35.6167,174.5,58.89,75,35,6.17,scattered clouds
623,Batavia,US,41.85,-88.3126,42.48,80,100,5.01,overcast clouds
624,Narrabri,AU,-30.3167,149.7833,59.52,90,2,1.01,clear sky
625,Haines Junction,CA,60.7522,-137.5108,32.97,78,100,3.09,overcast clouds
626,Aksu,CN,41.1231,80.2644,66.24,23,100,2.71,overcast clouds
627,Mstera,RU,56.3789,41.92,41.97,88,100,11.23,overcast clouds
628,Romilly-Sur-Seine,FR,48.5108,3.7263,41.38,97,100,19.75,overcast clouds
629,Lucan,IE,53.3592,-6.4389,42.58,69,20,14.97,few clouds
630,Tripoli,LY,32.8752,13.1875,62.91,61,55,15.39,broken clouds
631,Vardo,NO,70.3705,31.1107,33.78,80,40,29.93,scattered clouds
632,Callaguip,PH,18.0714,120.4867,78.58,79,97,8.39,overcast clouds
633,Atagay,RU,55.1033,99.3875,31.95,97,100,0.31,overcast clouds
634,Emerald,AU,-23.5333,148.1667,68.34,79,5,7.54,clear sky
635,Bridlington,GB,54.0831,-0.1919,42.03,67,9,5.99,clear sky
636,Cabuyaro,CO,4.2817,-72.794,86.16,65,53,6.44,broken clouds
637,Mbandaka,CD,0.0487,18.2603,72.3,89,100,3.15,overcast clouds
638,Gornopravdinsk,RU,60.05,69.9,18.91,98,98,2.84,overcast clouds
639,Poum,NC,-20.2333,164.0167,80.87,78,99,10.09,overcast clouds
640,Tezu,IN,27.9167,96.1667,67.96,78,100,3.04,overcast clouds
641,Saint-Francois,FR,46.4154,3.9054,60.24,48,0,25.32,clear sky
642,Norrtalje,SE,59.758,18.705,32.02,95,100,12.41,light snow
643,Roswell,US,34.0232,-84.3616,56.98,53,100,12.66,overcast clouds
644,Chanute,US,37.6792,-95.4572,53.71,35,75,14.97,broken clouds
645,Banda Aceh,ID,5.5577,95.3222,80.04,79,56,5.12,broken clouds
646,Bowen,AU,-20.0167,148.2333,76.26,88,90,15.17,overcast clouds
647,Ketchikan,US,55.3422,-131.6461,45.07,61,75,9.22,broken clouds
648,Inirida,CO,3.8653,-67.9239,83.7,81,63,4.92,broken clouds
649,Cerknica,SI,45.7931,14.3625,55.65,84,100,18.99,overcast clouds
650,Cabedelo,BR,-6.9811,-34.8339,84.87,71,100,12.39,overcast clouds
651,Mitsamiouli,KM,-11.3847,43.2844,82.35,75,13,4.43,few clouds
652,Itamaraca,BR,-7.7478,-34.8256,84.25,72,39,8.81,scattered clouds
653,Polson,US,47.6936,-114.1632,62.49,49,79,1.95,broken clouds
654,Tazmalt,DZ,36.3868,4.3989,59.25,62,0,4.23,clear sky
655,Casalmaggiore,IT,44.9939,10.4189,64.04,70,34,6.76,scattered clouds
656,Kochi,IN,9.9399,76.2602,75.18,88,100,6.08,light rain
657,Preston,GB,53.7667,-2.7167,46.38,65,10,8.68,clear sky
658,Jishou,CN,28.3167,109.7167,66.4,53,100,0.4,overcast clouds
659,Karratha,AU,-20.7377,116.8463,83.17,51,18,14.43,few clouds
660,Kattivakkam,IN,13.2167,80.3167,86.09,84,23,7.29,few clouds
661,Gudari,IN,19.35,83.7833,80.28,58,40,4.54,scattered clouds
662,Antigonish,CA,45.6169,-61.9986,45.82,80,44,11.99,scattered clouds
663,Bermejo,AR,-32.8833,-68.8,80.65,35,0,2.75,clear sky
664,Plavinas,LV,56.6178,25.7255,36.75,75,60,10.89,broken clouds
665,Humaita,BR,-7.5061,-63.0208,89.46,61,65,2.42,broken clouds
666,Kruisfontein,ZA,-34.0033,24.7314,57.88,75,100,8.99,overcast clouds
667,Mamit,IN,23.9333,92.4833,66.67,67,22,2.55,few clouds
668,Jinchang,CN,38.4953,102.1739,58.77,16,0,11.41,clear sky
669,Ponta Pora,BR,-22.5361,-55.7256,67.91,83,100,13.8,light rain
670,Celestun,MX,20.8667,-90.4,76.28,55,97,21.39,overcast clouds
671,Tevriz,RU,57.509,72.4042,30.0,91,100,6.55,light snow
672,Monaragala,LK,6.8714,81.3487,74.46,88,61,2.37,broken clouds
673,Gotsu,JP,35.0,132.2167,52.54,52,0,6.26,clear sky
674,Lazaro Cardenas,MX,17.9583,-102.2,84.78,46,100,9.22,overcast clouds
675,Nome,US,64.5011,-165.4064,8.67,78,100,11.5,light snow
676,Bairiki,KI,1.3292,172.9752,80.6,83,75,8.05,light rain
677,Takoradi,GH,4.8845,-1.7554,82.45,81,100,12.01,overcast clouds
678,Kawalu,ID,-7.3817,108.2082,70.72,92,100,2.08,overcast clouds
679,Sao Joao Da Ponte,BR,-15.9292,-44.0078,91.24,29,88,3.36,overcast clouds
680,Ban Nahin,LA,18.2418,104.2122,67.87,66,65,3.76,broken clouds
681,Ganzhou,CN,28.8184,115.4327,65.07,58,10,2.51,clear sky
682,Batagay-Alyta,RU,67.8006,130.4114,-3.26,96,96,5.06,overcast clouds
683,Qom,IR,34.6401,50.8764,77.07,19,100,10.33,overcast clouds
684,Krasnokamensk,RU,50.0979,118.0369,33.12,43,14,2.39,few clouds
685,Dunbar,US,38.3606,-81.7374,51.24,78,100,1.99,overcast clouds
686,Ponca City,US,36.707,-97.0856,56.95,32,0,19.57,clear sky
687,Sabang,ID,5.8933,95.3214,81.97,75,34,7.52,scattered clouds
688,Manta,EC,-0.95,-80.7333,82.18,74,20,8.05,few clouds
689,Quatre Cocos,MU,-20.2078,57.7625,78.1,84,65,14.12,light rain
690,Yenagoa,NG,4.9247,6.2642,79.84,87,100,6.67,overcast clouds
691,Muli,MV,2.9167,73.5667,83.17,73,100,6.46,overcast clouds
692,Sergeyevka,KZ,53.88,67.4158,35.08,73,1,2.73,clear sky
693,Shaoyang,CN,27.2315,111.4525,65.66,46,100,0.92,overcast clouds
694,Teguldet,RU,57.3064,88.1667,32.27,99,100,6.8,snow
695,Novo Cruzeiro,BR,-17.4681,-41.8753,80.92,54,46,4.54,scattered clouds
