City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Margate,GB,2022-04-07 17:51:10,51.3813,1.3862,52.11,48,44,11.01
281,Sarab,IR,2022-04-07 17:51:10,38.6066,44.9883,51.42,65,58,4.05
282,Khani,GE,2022-04-07 17:51:10,41.9563,42.9566,49.57,96,86,7.05
283,Senanga,ZM,2022-04-07 17:51:11,-16.1167,23.2667,73.72,63,81,4.32
284,Nelson Bay,AU,2022-04-07 17:51:12,-32.7167,152.15,71.01,94,90,17.52
285,Broken Hill,AU,2022-04-07 17:51:12,-31.95,141.4333,58.71,72,43,1.14
286,Cidreira,BR,2022-04-07 17:51:13,-30.1811,-50.2056,72.05,83,100,10.78
287,Bella Union,UY,2022-04-07 17:51:13,-30.2752,-57.6007,69.28,80,100,0.49
288,Aguimes,ES,2022-04-07 17:51:14,27.9054,-15.4461,66.83,54,20,26.46
289,Forrest City,US,2022-04-07 17:49:41,35.0081,-90.7898,57.15,46,2,16.8
290,Diu,IN,2022-04-07 17:51:14,20.7141,70.9822,82.4,65,51,5.41
291,Aitape,PG,2022-04-07 17:51:15,-3.1374,142.3475,77.99,89,92,5.77
292,Baley,RU,2022-04-07 17:51:15,51.6,116.6333,39.0,62,68,12.91
293,Guerrero Negro,MX,2022-04-07 17:46:38,27.9769,-114.0611,80.24,31,0,6.82
294,Lompoc,US,2022-04-07 17:46:16,34.6391,-120.4579,86.68,33,0,5.75
295,Tabuk,PH,2022-04-07 17:51:17,17.4189,121.4443,71.55,95,92,4.18
296,Erdenet,MN,2022-04-07 17:51:17,49.0333,104.0833,42.51,63,98,5.32
297,Egvekinot,RU,2022-04-07 17:51:18,66.3167,-179.1667,-9.53,98,100,1.25
298,Innisfail,AU,2022-04-07 17:51:18,-17.5333,146.0333,73.13,87,85,4.21
299,Sept-Iles,CA,2022-04-07 17:46:21,50.2001,-66.3821,39.63,60,75,9.22
300,Aykhal,RU,2022-04-07 17:51:19,66.0,111.5,10.22,97,100,5.1
301,Geraldton,AU,2022-04-07 17:51:19,-28.7667,114.6,73.81,88,99,12.66
302,Gornopravdinsk,RU,2022-04-07 17:51:20,60.05,69.9,33.49,98,100,7.72
303,Fort Wayne,US,2022-04-07 17:50:07,41.1306,-85.1289,47.05,61,75,18.41
304,Rock Sound,BS,2022-04-07 17:51:21,24.9,-76.2,78.8,76,15,15.99
305,Indramayu,ID,2022-04-07 17:51:21,-6.3264,108.32,79.74,79,100,6.15
306,San Patricio,US,2022-04-07 17:51:22,28.017,-97.5169,78.89,14,0,15.86
307,Belmonte,BR,2022-04-07 17:51:22,-15.8631,-38.8828,83.52,54,0,7.67
308,Sidi Ali,DZ,2022-04-07 17:51:23,36.0998,0.4206,56.46,71,0,6.46
309,Brae,GB,2022-04-07 17:51:23,60.3964,-1.353,41.16,62,13,19.57
310,Lagoa,PT,2022-04-07 17:51:24,39.05,-27.9833,59.95,88,100,20.89
311,Faanui,PF,2022-04-07 17:51:24,-16.4833,-151.75,82.72,69,27,20.24
312,Igurubi,TZ,2022-04-07 17:51:24,-4.0,33.7,71.6,69,32,7.94
313,Wukari,NG,2022-04-07 17:51:25,7.85,9.7833,96.58,29,16,8.41
314,Pak Phanang,TH,2022-04-07 17:51:25,8.3511,100.202,80.17,79,80,3.62
315,Komsomolskiy,UZ,2022-04-07 17:51:26,40.4272,71.7189,72.32,35,100,4.61
316,Birkeland,NO,2022-04-07 17:51:27,58.3309,8.2323,38.88,56,0,11.5
317,Bay Roberts,CA,2022-04-07 17:51:28,47.5999,-53.2648,39.06,82,100,7.0
318,San Angelo,US,2022-04-07 17:48:01,31.4638,-100.437,67.95,15,0,11.99
319,Hakkari,TR,2022-04-07 17:51:29,37.5833,44.1667,42.22,85,50,4.45
320,Sabha,LY,2022-04-07 17:52:30,27.0377,14.4283,90.09,7,0,16.13
321,Kisangani,CD,2022-04-07 17:52:31,0.5167,25.2,77.47,78,72,1.45
322,Bayir,TR,2022-04-07 17:52:31,37.2687,28.2167,61.32,78,66,6.33
323,Ingham,US,2022-04-07 17:50:31,42.6,-84.3833,44.87,73,100,6.91
324,Lexington,US,2022-04-07 17:50:51,37.9887,-84.4777,55.42,59,75,14.97
325,Moron,AR,2022-04-07 17:52:32,-34.6534,-58.6198,81.97,59,0,7.72
326,Wynyard,AU,2022-04-07 17:52:32,-41.0,145.7167,53.1,88,73,9.75
327,Ambon,ID,2022-04-07 17:52:33,-3.6954,128.1814,82.54,78,40,4.61
328,Longyan,CN,2022-04-07 17:52:33,25.1072,117.0225,59.56,80,2,2.66
329,Helong,CN,2022-04-07 17:52:34,42.5397,128.9972,28.29,41,7,6.42
330,That Phanom,TH,2022-04-07 17:52:34,16.9364,104.7104,71.37,51,68,7.16
331,Monywa,MM,2022-04-07 17:52:35,22.1167,95.1333,93.29,28,65,4.12
332,Cap Malheureux,MU,2022-04-07 17:52:35,-19.9842,57.6142,76.46,87,12,1.99
333,Watertown,US,2022-04-07 17:52:16,42.3709,-71.1828,55.49,61,100,11.01
334,Ancud,CL,2022-04-07 17:52:36,-41.8697,-73.8203,57.22,83,100,5.75
335,Mitsamiouli,KM,2022-04-07 17:52:36,-11.3847,43.2844,82.27,74,25,5.19
336,Port Blair,IN,2022-04-07 17:52:37,11.6667,92.75,80.64,89,40,0.0
337,Non Sang,TH,2022-04-07 17:52:37,16.8687,102.5664,75.61,50,50,6.26
338,Baherden,TM,2022-04-07 17:52:38,38.4362,57.4316,74.73,31,99,9.84
339,Saldanha,ZA,2022-04-07 17:52:38,-33.0117,17.9442,60.85,71,44,25.14
340,Hurricane,US,2022-04-07 17:50:00,37.1753,-113.2899,68.34,11,0,3.36
341,West Bay,KY,2022-04-07 17:52:39,19.3667,-81.4167,84.27,70,20,11.5
342,Solnechnyy,RU,2022-04-07 17:52:39,50.7214,136.6319,14.32,81,81,5.68
343,Nara,JP,2022-04-07 17:52:40,34.6851,135.8049,55.49,56,40,3.91
344,Vao,NC,2022-04-07 17:52:40,-22.6667,167.4833,79.27,83,99,36.93
345,Lower Hutt,NZ,2022-04-07 17:52:41,-41.2167,174.9167,54.32,81,75,14.97
346,Ikeda,JP,2022-04-07 17:52:41,34.8221,135.4298,55.92,77,24,3.44
347,Ust-Kan,RU,2022-04-07 17:52:41,50.9276,84.761,37.6,93,100,1.43
348,Kota Belud,MY,2022-04-07 17:52:42,6.351,116.4305,75.67,93,100,4.38
349,Talnakh,RU,2022-04-07 17:52:42,69.4865,88.3972,11.08,99,100,4.76
350,Oranjemund,NA,2022-04-07 17:52:43,-28.55,16.4333,60.85,70,98,27.81
351,Livny,RU,2022-04-07 17:52:43,52.4253,37.6069,49.57,71,97,12.15
352,Along,IN,2022-04-07 17:52:44,28.1667,94.7667,64.74,89,100,3.91
353,Morgan City,US,2022-04-07 17:52:44,29.6994,-91.2068,72.0,26,0,14.97
354,Nanortalik,GL,2022-04-07 17:52:45,60.1432,-45.2371,31.71,84,99,8.79
355,Hirara,JP,2022-04-07 17:52:45,24.8,125.2833,69.73,64,11,21.0
356,Le Port,RE,2022-04-07 17:52:45,-20.9373,55.2919,77.0,72,90,4.47
357,Verkhnevilyuysk,RU,2022-04-07 17:52:46,63.4453,120.3167,2.05,98,100,4.52
358,Ito,JP,2022-04-07 17:52:46,34.9667,139.0833,54.68,75,0,7.27
359,Acarau,BR,2022-04-07 17:52:47,-2.8856,-40.12,82.53,76,82,13.96
360,Patiya,BD,2022-04-07 17:52:47,22.2931,91.9762,80.55,89,45,0.0
361,Bukama,CD,2022-04-07 17:52:47,-9.2,25.85,73.76,87,74,2.57
362,Kholtoson,RU,2022-04-07 17:52:48,50.2981,103.3097,37.53,80,53,1.3
363,Cacu,BR,2022-04-07 17:52:48,-18.5567,-51.1308,89.37,48,15,4.52
364,Wairoa,NZ,2022-04-07 17:52:49,-39.0333,177.3667,43.56,94,23,1.99
365,Puquio,PE,2022-04-07 17:52:49,-14.7,-74.1333,63.97,54,67,9.19
366,Fallon,US,2022-04-07 17:48:14,39.4735,-118.7774,63.91,19,0,0.0
367,Ucluelet,CA,2022-04-07 17:50:03,48.9329,-125.5528,54.09,68,100,1.99
368,Nailsea,GB,2022-04-07 17:53:50,51.4324,-2.7585,49.89,73,40,17.27
369,Najran,SA,2022-04-07 17:53:51,17.4924,44.1277,79.45,7,0,4.94
370,Niort,FR,2022-04-07 17:53:51,46.3333,-0.3333,54.72,92,100,7.0
371,The Valley,AI,2022-04-07 17:52:07,18.217,-63.0578,84.06,69,20,14.97
372,Taltal,CL,2022-04-07 17:53:52,-25.4,-70.4833,70.36,69,34,6.13
373,Opportunity,US,2022-04-07 17:53:53,47.6499,-117.2399,53.49,48,97,5.01
374,Sao Francisco,BR,2022-04-07 17:53:53,-15.9486,-44.8644,87.33,42,59,3.2
375,Mount Isa,AU,2022-04-07 17:53:54,-20.7333,139.5,73.17,23,0,8.05
376,Samarai,PG,2022-04-07 17:53:54,-10.6167,150.6667,80.38,81,100,11.03
377,Bramming,DK,2022-04-07 17:53:54,55.4695,8.7001,43.45,93,75,16.11
378,Sao Joao Da Barra,BR,2022-04-07 17:53:55,-21.6403,-41.0511,82.49,71,99,12.62
379,Inta,RU,2022-04-07 17:53:55,66.0317,60.1659,0.86,97,98,9.01
380,Mayumba,GA,2022-04-07 17:53:56,-3.432,10.6554,78.39,91,94,8.25
381,Manuk Mangkaw,PH,2022-04-07 17:53:56,4.8,119.85,80.76,80,99,13.89
382,Novopokrovka,UA,2022-04-07 17:53:56,49.8425,36.5477,52.02,57,18,9.62
383,Waipawa,NZ,2022-04-07 17:51:55,-41.4122,175.5153,42.12,82,0,4.23
384,Lismore,AU,2022-04-07 17:53:57,-28.8135,153.2773,71.49,97,73,1.68
385,Corlu,TR,2022-04-07 17:53:57,41.1592,27.8,51.78,93,75,8.05
386,Huarmey,PE,2022-04-07 17:53:58,-10.0681,-78.1522,75.92,71,48,13.0
387,Yagunovskiy,RU,2022-04-07 17:53:58,55.2828,85.978,33.24,59,0,8.99
388,Ambulu,ID,2022-04-07 17:53:59,-8.345,113.6058,75.04,93,88,2.68
389,Opuwo,NA,2022-04-07 17:53:59,-18.0607,13.84,76.68,37,3,1.03
390,Oktyabrskoye,RU,2022-04-07 17:54:00,43.0645,44.7417,42.94,81,93,11.18
391,Mount Pleasant,US,2022-04-07 17:54:00,32.7941,-79.8626,83.08,80,20,13.8
392,Banda Aceh,ID,2022-04-07 17:54:00,5.5577,95.3222,79.83,78,96,6.78
393,Morehead,US,2022-04-07 17:54:01,37.2711,-87.1764,56.79,41,75,10.36
394,Havlickuv Brod,CZ,2022-04-07 17:54:01,49.6078,15.5807,57.63,84,91,22.41
395,Bambanglipuro,ID,2022-04-07 17:54:02,-7.95,110.2833,76.35,88,100,2.66
396,Soe,ID,2022-04-07 17:54:02,-9.8607,124.284,65.16,92,89,2.91
397,Boulsa,BF,2022-04-07 17:54:03,12.6675,-0.5758,102.09,16,58,5.86
398,Kudahuvadhoo,MV,2022-04-07 17:54:03,2.6708,72.8944,83.84,66,48,1.19
399,Atasu,KZ,2022-04-07 17:51:54,48.6814,71.6433,42.51,96,87,6.62
400,Yeniseysk,RU,2022-04-07 17:54:04,58.4497,92.1703,31.26,83,60,10.45
401,Hovd,MN,2022-04-07 17:54:04,48.0056,91.6419,49.69,29,32,10.11
402,Eureka,US,2022-04-07 17:50:48,40.8021,-124.1637,71.2,69,27,1.01
403,Peshkovo,RU,2022-04-07 17:54:05,47.0187,39.3885,59.88,61,21,12.08
404,Constantine,DZ,2022-04-07 17:54:05,36.365,6.6147,62.01,41,20,4.61
405,Oussouye,SN,2022-04-07 17:54:06,12.485,-16.5469,102.38,40,54,11.48
406,Viedma,AR,2022-04-07 17:54:06,-40.8135,-62.9967,63.97,62,96,14.38
407,Biryusinsk,RU,2022-04-07 17:54:06,55.9634,97.8235,32.72,87,28,8.99
408,Iqaluit,CA,2022-04-07 17:54:07,63.7506,-68.5145,17.33,67,75,3.44
409,Kirakira,SB,2022-04-07 17:53:25,-10.4544,161.9205,80.24,83,100,7.65
410,Pergamino,AR,2022-04-07 17:54:07,-33.89,-60.5736,84.18,32,0,6.8
411,Araci,BR,2022-04-07 17:54:08,-11.3333,-38.9667,94.01,26,6,8.81
412,Nicoya,CR,2022-04-07 17:54:08,10.1483,-85.452,94.86,32,85,3.56
413,North Myrtle Beach,US,2022-04-07 17:54:09,33.816,-78.68,82.29,80,60,8.99
414,Hobyo,SO,2022-04-07 17:54:09,5.3505,48.5268,83.37,70,8,11.32
415,Anori,BR,2022-04-07 17:55:09,-3.7728,-61.6442,88.68,58,76,4.68
416,Punta Alta,AR,2022-04-07 17:55:10,-38.8759,-62.0736,71.22,56,100,15.99
417,Srednekolymsk,RU,2022-04-07 17:55:10,67.45,153.6833,-15.75,100,23,6.58
418,Pamanukan,ID,2022-04-07 17:55:11,-6.2842,107.8106,77.07,87,98,4.16
419,Toora-Khem,RU,2022-04-07 17:55:11,52.4675,96.11,31.68,97,85,0.31
420,Vangaindrano,MG,2022-04-07 17:55:12,-23.35,47.6,75.49,92,20,6.08
421,Namibe,AO,2022-04-07 17:55:12,-15.1961,12.1522,70.93,78,5,11.36
422,Ilanskiy,RU,2022-04-07 17:55:12,56.2358,96.065,31.39,87,22,11.43
423,Yerbogachen,RU,2022-04-07 17:55:13,61.2767,108.0108,29.25,95,100,12.1
424,Raudeberg,NO,2022-04-07 17:55:13,61.9875,5.1352,39.87,51,0,16.93
425,Padang,ID,2022-04-07 17:55:14,-0.9492,100.3543,78.12,72,100,3.18
426,Sibut,CF,2022-04-07 17:55:14,5.718,19.0739,79.72,62,99,4.34
427,China,MX,2022-04-07 17:55:15,25.7,-99.2333,77.34,14,34,12.62
428,Santa Maria Del Oro,MX,2022-04-07 17:55:16,25.9333,-105.3667,77.34,15,0,5.99
429,Porto Belo,BR,2022-04-07 17:55:16,-27.1578,-48.5531,80.69,73,76,10.22
430,Santa Isabel Do Rio Negro,BR,2022-04-07 17:55:17,-0.4139,-65.0192,85.91,76,79,2.64
431,Kitimat,CA,2022-04-07 17:55:17,54.0524,-128.6534,34.18,100,100,1.54
432,Klaksvik,FO,2022-04-07 17:52:38,62.2266,-6.589,34.72,76,100,33.89
433,Treinta Y Tres,UY,2022-04-07 17:55:18,-33.2333,-54.3833,77.47,39,100,5.44
434,Veraval,IN,2022-04-07 17:55:18,20.9,70.3667,85.19,48,64,13.29
435,Luba,GQ,2022-04-07 17:55:19,3.4568,8.5547,81.91,86,70,11.56
436,Port Macquarie,AU,2022-04-07 17:55:19,-31.4333,152.9167,66.88,84,61,9.24
437,Shelburne,CA,2022-04-07 17:55:19,44.0787,-80.2041,54.75,63,39,14.41
438,Byron Bay,AU,2022-04-07 17:55:20,-28.65,153.6167,71.49,87,61,8.95
439,Mana,GF,2022-04-07 17:55:20,5.6592,-53.7767,80.04,83,41,9.01
440,Porto-Vecchio,FR,2022-04-07 17:55:21,41.591,9.2795,63.93,77,75,25.32
441,Heishan,CN,2022-04-07 17:55:22,41.6892,122.1128,45.16,49,0,11.36
442,Dwarka,IN,2022-04-07 17:55:22,22.2394,68.9678,81.37,73,96,11.01
443,Carnarvon,AU,2022-04-07 17:55:26,-24.8667,113.6333,77.07,78,40,12.66
444,At-Bashi,KG,2022-04-07 17:55:26,41.1702,75.8106,48.04,47,100,0.34
445,Macherla,IN,2022-04-07 17:55:27,16.4833,79.4333,82.87,53,9,13.78
446,Price,US,2022-04-07 17:55:01,39.5994,-110.8107,53.11,21,1,2.08
447,Pedreiras,BR,2022-04-07 17:55:28,-4.5688,-44.6003,83.48,84,90,2.42
448,Lekoni,GA,2022-04-07 17:55:28,-1.5843,14.2591,82.74,55,40,4.12
449,Esperance,AU,2022-04-07 17:51:58,-33.8667,121.9,62.44,64,41,17.78
450,Mahon,ES,2022-04-07 17:54:03,39.8885,4.2658,59.56,82,0,16.11
451,Abha,SA,2022-04-07 17:52:56,18.2164,42.5053,73.22,30,0,6.91
452,Rosarito,MX,2022-04-07 17:55:29,32.3333,-117.0333,91.42,16,3,15.48
453,Vaasa,FI,2022-04-07 17:55:30,63.096,21.6158,32.29,94,90,8.05
454,Les Cayes,HT,2022-04-07 17:55:30,18.2,-73.75,82.6,65,87,13.91
455,Sabratah,LY,2022-04-07 17:55:30,32.7933,12.4885,61.41,55,0,3.49
456,Batemans Bay,AU,2022-04-07 17:55:31,-35.7167,150.1833,62.1,89,100,4.99
457,Valdosta,US,2022-04-07 17:55:09,30.8327,-83.2785,76.91,53,90,12.21
458,Verkhnyaya Inta,RU,2022-04-07 17:56:31,65.9811,60.3094,-0.18,99,96,7.31
459,Nueva Gerona,CU,2022-04-07 17:56:32,21.8833,-82.8,87.1,56,87,11.5
460,Lohr,DE,2022-04-07 17:56:33,49.9936,9.5783,53.89,59,84,18.01
461,Norman Wells,CA,2022-04-07 17:56:33,65.282,-126.8329,21.24,58,0,10.36
462,Shancheng,CN,2022-04-07 17:56:33,34.7953,116.0817,55.24,65,0,6.06
463,Sorland,NO,2022-04-07 17:53:21,67.667,12.6934,36.73,58,89,15.68
464,Tsabong,BW,2022-04-07 17:54:51,-26.0217,22.401,69.8,22,3,9.15
465,Port Hedland,AU,2022-04-07 17:56:34,-20.3167,118.5667,78.85,89,3,8.05
466,Puerto Escondido,MX,2022-04-07 17:55:34,15.85,-97.0667,83.23,74,0,5.75
467,Floro,NO,2022-04-07 17:56:35,61.5996,5.0328,40.96,33,0,10.36
468,Bongandanga,CD,2022-04-07 17:56:35,1.5,21.05,76.1,69,87,2.95
469,Aloleng,PH,2022-04-07 17:56:36,16.1307,119.7824,79.39,80,87,4.18
470,Killybegs,IE,2022-04-07 17:56:36,54.6333,-8.45,46.11,66,33,18.32
471,Soyaux,FR,2022-04-07 17:56:36,45.65,0.2,54.19,93,100,12.66
472,Miraflores,MX,2022-04-07 17:56:37,19.2167,-98.8083,72.25,23,71,4.34
473,Contai,IN,2022-04-07 17:54:25,21.7786,87.7536,78.49,90,6,12.59
474,Ambilobe,MG,2022-04-07 17:56:38,-13.2,49.05,75.51,94,100,1.7
475,Yinchuan,CN,2022-04-07 17:56:38,38.4681,106.2731,60.76,11,0,3.33
476,Laguna,US,2022-04-07 17:56:38,38.421,-121.4238,84.02,41,0,5.75
477,Caravelas,BR,2022-04-07 17:56:39,-17.7125,-39.2481,83.82,67,40,4.79
478,Nishihara,JP,2022-04-07 17:56:39,26.1842,127.7558,65.48,63,64,9.22
479,Mindelo,CV,2022-04-07 17:56:40,16.8901,-24.9804,74.75,57,20,29.93
480,Okha,RU,2022-04-07 17:56:40,53.5739,142.9478,20.46,91,91,6.58
481,Bubaque,GW,2022-04-07 17:56:41,11.2833,-15.8333,76.53,77,100,18.68
482,Santa Marta,CO,2022-04-07 17:53:51,11.2408,-74.199,91.45,62,40,8.05
483,Darlawn,IN,2022-04-07 17:56:41,24.0167,92.9,66.6,70,0,3.36
484,Katobu,ID,2022-04-07 17:56:42,-4.9408,122.5276,74.88,91,98,3.06
485,Hamilton,US,2022-04-07 17:55:37,39.1834,-84.5333,54.21,55,43,4.0
486,Takestan,IR,2022-04-07 17:56:42,36.0696,49.6959,55.53,56,72,11.14
487,Dhanwar,IN,2022-04-07 17:56:43,24.4167,85.9833,82.02,9,31,4.43
488,Florence,IT,2022-04-07 17:54:36,43.7667,11.25,58.51,79,75,12.66
489,Lamu,KE,2022-04-07 17:56:43,-2.2717,40.902,80.92,75,2,12.39
490,Tarrega,ES,2022-04-07 17:56:44,41.647,1.1396,68.32,42,47,14.05
491,Franklin Park,US,2022-04-07 17:56:44,41.9353,-87.8656,43.99,67,91,17.0
492,Bonfim,BR,2022-04-07 17:56:44,3.0833,-59.95,90.0,46,76,3.65
493,Inhambane,MZ,2022-04-07 17:56:45,-23.865,35.3833,80.58,83,40,5.01
494,Savannah Bight,HN,2022-04-07 17:56:45,16.45,-85.85,81.46,78,69,14.0
495,Ulagan,RU,2022-04-07 17:56:46,50.6321,87.9563,35.83,90,94,2.57
496,Turayf,SA,2022-04-07 17:56:46,31.6725,38.6637,77.25,27,0,13.8
497,Chadiza,ZM,2022-04-07 17:56:47,-14.0678,32.4392,67.77,92,100,2.71
498,Batagay-Alyta,RU,2022-04-07 17:56:47,67.8006,130.4114,-10.57,96,79,5.93
499,Concarneau,FR,2022-04-07 17:56:47,47.875,-3.9225,54.82,78,98,14.32
500,Vila Velha,BR,2022-04-07 17:55:11,-20.3297,-40.2925,84.15,74,75,14.97
501,Mtwara,TZ,2022-04-07 17:56:48,-10.2667,40.1833,80.2,78,0,3.74
502,San Cristobal,VE,2022-04-07 17:56:48,7.7669,-72.225,84.38,42,74,7.23
503,Thomaston,US,2022-04-07 17:57:49,32.8882,-84.3266,69.46,37,0,12.66
504,Bantay,PH,2022-04-07 17:57:49,17.5847,120.3892,82.96,79,76,7.34
505,Aktash,RU,2022-04-07 17:54:49,50.3,87.7333,26.8,91,92,3.74
506,Chara,RU,2022-04-07 17:57:50,56.9064,118.2631,17.85,90,89,2.46
507,Oriximina,BR,2022-04-07 17:57:51,-1.7656,-55.8661,83.41,78,33,3.22
508,Rio Gallegos,AR,2022-04-07 17:57:51,-51.6226,-69.2181,51.85,54,0,4.61
509,Necochea,AR,2022-04-07 17:53:30,-38.5473,-58.7368,65.44,64,20,14.14
510,Wesselsbron,ZA,2022-04-07 17:57:52,-27.8549,26.3658,54.68,28,1,6.87
511,Weyburn,CA,2022-04-07 17:57:52,49.6668,-103.8511,41.22,52,8,20.71
512,Markova,UA,2022-04-07 17:57:52,48.6758,24.4138,47.39,91,99,5.17
513,Perambalur,IN,2022-04-07 17:57:53,11.2333,78.8833,82.42,69,67,5.39
514,Barra Do Garcas,BR,2022-04-07 17:57:53,-15.89,-52.2567,93.78,43,40,2.3
515,Juegang,CN,2022-04-07 17:57:54,32.3174,121.1855,55.9,86,8,6.53
516,Acari,PE,2022-04-07 17:57:54,-15.4311,-74.6158,80.46,53,43,10.76
517,Miri,MY,2022-04-07 17:57:54,4.4148,114.0089,77.14,94,40,8.05
518,Hamada,JP,2022-04-07 17:57:55,34.8833,132.0833,51.55,89,0,5.95
519,Migori,KE,2022-04-07 17:57:55,-1.0634,34.4731,65.26,75,97,6.73
520,Arvika,SE,2022-04-07 17:57:56,59.6553,12.5852,32.61,92,100,14.94
521,Sao Raimundo Das Mangabeiras,BR,2022-04-07 17:57:56,-7.0219,-45.4811,90.12,45,45,6.33
522,Porbandar,IN,2022-04-07 17:57:56,21.6422,69.6093,84.33,54,36,8.75
523,Cravo Norte,CO,2022-04-07 17:57:57,6.3017,-70.2041,97.23,33,95,4.0
524,Deder,ET,2022-04-07 17:57:57,9.3167,41.45,62.83,29,100,5.03
525,Davila,PH,2022-04-07 17:57:58,18.4726,120.5763,76.57,87,66,24.07
526,Rawson,AR,2022-04-07 17:57:58,-43.3002,-65.1023,58.03,74,100,18.05
527,Almaznyy,RU,2022-04-07 17:57:59,48.0448,40.045,50.25,60,47,11.3
528,Kurmanayevka,RU,2022-04-07 17:57:59,52.5093,52.0675,39.56,76,25,4.68
529,Plettenberg Bay,ZA,2022-04-07 17:53:52,-34.0527,23.3716,56.55,78,15,6.31
530,Marathon,US,2022-04-07 17:58:00,44.9,-89.7668,38.73,90,100,0.0
531,Asopos,GR,2022-04-07 17:58:03,36.7333,22.8667,58.89,75,1,18.54
532,Fayaoue,NC,2022-04-07 17:58:04,-20.65,166.5333,81.09,81,100,32.17
533,Los Llanos De Aridane,ES,2022-04-07 17:58:05,28.6585,-17.9182,64.15,80,40,10.36
534,Esil,KZ,2022-04-07 17:58:05,51.9556,66.4042,30.11,87,74,7.61
535,Zyryanka,RU,2022-04-07 17:58:06,65.75,150.85,-12.19,100,100,1.14
536,Havre-Saint-Pierre,CA,2022-04-07 17:58:06,50.2334,-63.5986,43.16,52,100,16.11
537,Wilmington,US,2022-04-07 17:57:08,34.2257,-77.9447,81.9,68,47,3.0
538,Vestmannaeyjar,IS,2022-04-07 17:58:07,63.4427,-20.2734,38.39,48,0,6.91
539,Lalmohan,BD,2022-04-07 17:58:07,22.3384,90.7419,79.92,80,5,8.77
540,Lake Havasu City,US,2022-04-07 17:58:08,34.4839,-114.3224,83.1,5,0,17.27
541,Rawah,IQ,2022-04-07 17:58:09,34.4816,41.9093,75.69,26,23,8.86
542,Monrovia,LR,2022-04-07 17:57:02,6.3005,-10.7969,85.77,77,100,7.96
543,Mazagao,BR,2022-04-07 17:58:10,-0.115,-51.2894,87.85,76,90,4.74
544,Verkhoyansk,RU,2022-04-07 17:58:10,67.5447,133.385,-7.69,100,87,1.34
545,Isangel,VU,2022-04-07 17:58:11,-19.55,169.2667,79.9,76,100,13.04
546,Baykit,RU,2022-04-07 17:58:11,61.67,96.37,24.85,95,100,5.44
547,Henties Bay,NA,2022-04-07 17:59:12,-22.116,14.2845,61.81,84,13,9.01
548,Aligudarz,IR,2022-04-07 17:59:13,33.4006,49.6949,52.77,26,0,21.7
549,Palasa,IN,2022-04-07 17:59:15,18.7667,84.4167,76.68,89,4,7.38
550,Durham,US,2022-04-07 17:59:15,36.0335,-78.8664,77.99,71,98,5.99
551,Ostrovnoy,RU,2022-04-07 17:59:15,68.0531,39.5131,19.49,85,44,10.33
552,Mao,ES,2022-04-07 17:59:16,39.8885,4.2658,59.56,82,0,16.11
553,Talcahuano,CL,2022-04-07 17:59:16,-36.7167,-73.1167,62.28,88,100,9.22
554,Grand-Santi,GF,2022-04-07 17:56:53,4.25,-54.3833,83.34,77,82,4.43
555,Lunca De Jos,RO,2022-04-07 17:59:17,46.5667,25.9833,45.19,92,98,0.63
556,Sonthofen,DE,2022-04-07 17:59:17,47.5167,10.2833,48.15,83,100,5.01
557,Kuryk,KZ,2022-04-07 17:59:18,43.2,51.65,59.72,48,100,8.63
558,Morondava,MG,2022-04-07 17:59:18,-20.2833,44.2833,81.18,67,0,12.93
559,Igrim,RU,2022-04-07 17:59:19,63.1906,64.4162,24.17,95,100,6.33
